"file","categoryname","price","mass","volume","description"
"quadshield12","upgrades/Shield_Systems/Standard_Quad_Shields",1024000,12,78,"@upgrades/shield4.image@GEM shielding, fore, aft, port, and starboard decoupling."
"quadshield13","upgrades/Shield_Systems/Standard_Quad_Shields",2048000,13,86,"@upgrades/shield5.image@GEM shielding, fore, aft, port, and starboard decoupling."
"quadshield14","upgrades/Shield_Systems/Standard_Quad_Shields",4096000,14,95,"@upgrades/shield5.image@GEM shielding, fore, aft, port, and starboard decoupling."
"quadshield15","upgrades/Shield_Systems/Standard_Quad_Shields",8192000,15,104,"@upgrades/shield5.image@GEM shielding, fore, aft, port, and starboard decoupling."
,,,,,
"mult_overdrive01","upgrades/Overdrive",4000,1,1,"@upgrades/afterburner_generic.image@Engine overdrive. Increases thrust at the expense of decreased fuel efficiency. Comes bundled with appropriate vector-governor firmware updates."
"mult_overdrive02","upgrades/Overdrive",8000,2,2,"@upgrades/afterburner_generic.image@Engine overdrive. Increases thrust at the expense of decreased fuel efficiency. Comes bundled with appropriate vector-governor firmware updates."
"mult_overdrive03","upgrades/Overdrive",16000,4,4,"@upgrades/afterburner_generic.image@Engine overdrive. Increases thrust at the expense of decreased fuel efficiency. Comes bundled with appropriate vector-governor firmware updates."
"mult_overdrive04","upgrades/Overdrive",32000,8,8,"@upgrades/afterburner.image@Engine overdrive. Increases thrust at the expense of decreased fuel efficiency. Comes bundled with appropriate vector-governor firmware updates."
"mult_overdrive05","upgrades/Overdrive",64000,12,12,"@upgrades/afterburner.image@Engine overdrive. Increases thrust at the expense of decreased fuel efficiency. Comes bundled with appropriate vector-governor firmware updates."
"mult_overdrive06","upgrades/Overdrive",128000,18,18,"@upgrades/afterburner.image@Engine overdrive. Increases thrust at the expense of decreased fuel efficiency. Comes bundled with appropriate vector-governor firmware updates."
,,,,,
"jump_drive","upgrades/Jump_Drives",8000,16,2,"@upgrades/jump_drive.image@A jump drive is required for rapid interstellar travel via the jump network."
,,,,,
"add_spec_capacitor01","upgrades/SPEC_Capacitors",6000,5,4,"@upgrades/reactor_capacitance.image@Capacitor for storing energy for FTL travel"
"add_spec_capacitor02","upgrades/SPEC_Capacitors",18000,10,6,"@upgrades/reactor_capacitance.image@Capacitor for storing energy for FTL travel"
"add_spec_capacitor03","upgrades/SPEC_Capacitors",32000,20,12,"@upgrades/reactor_capacitance.image@Capacitor for storing energy for FTL travel"
"add_spec_capacitor04","upgrades/SPEC_Capacitors",96000,40,18,"@upgrades/reactor_capacitance.image@Capacitor for storing energy for FTL travel"
"add_spec_capacitor05","upgrades/SPEC_Capacitors",150000,60,24,"@upgrades/reactor_capacitance.image@Capacitor for storing energy for FTL travel"
,,,,,
"armor01","upgrades/Armor",4000,20,0,"@cargo/plasteel.image@Armor takes up no upgrade volume, but does add to the mass of your ship, affecting maneuverability"
"armor02","upgrades/Armor",8000,25,0,"@cargo/isometal.image@Armor takes up no upgrade volume, but does add to the mass of your ship, affecting maneuverability"
"armor03","upgrades/Armor",16000,30,0,"@cargo/hull_patches.image@Armor takes up no upgrade volume, but does add to the mass of your ship, affecting maneuverability"
"armor04","upgrades/Armor",32000,25,0,"@cargo/tritanium.image@Armor takes up no upgrade volume, but does add to the mass of your ship, affecting maneuverability"
"armor05","upgrades/Armor",64000,20,0,"@cargo/carbonium.image@Armor takes up no upgrade volume, but does add to the mass of your ship, affecting maneuverability"
"armor06","upgrades/Armor",128000,15,0,"@cargo/duranium.image@Armor takes up no upgrade volume, but does add to the mass of your ship, affecting maneuverability"
,,,,,
"Reinforced_Cockpit","upgrades/DEPRICATED",4000,2,3,"@cargo/plasteel.image@Sometimes, that extra layer of protection is the difference between escape pod launch and inescapable coffin."
,,,,,
"skyscope1","upgrades/Sensors/Common",500,0.01,1,"@upgrades/skyscope_alpha.image@With its light weight, the SkyScope is particularly well-suited for the peaceful merchant."
"skyscope2","upgrades/Sensors/Common",1000,0.01,2,"@upgrades/skyscope_alphaplus.image@With its light weight, the SkyScope is particularly well-suited for the peaceful merchant."
"skyscope3","upgrades/Sensors/Common",2000,0.01,3,"@upgrades/skyscope_beta.image@With its light weight, the SkyScope is particularly well-suited for the peaceful merchant."
"starscanner1","upgrades/Sensors/Common",4000,0.01,5,"@upgrades/starscanner_2530.image@StarScanner is the most widely used radar in Confed space."
"starscanner2","upgrades/Sensors/Common",8000,0.01,7,"@upgrades/starscanner_2545.image@StarScanner is the most widely used radar in Confed space."
"starscanner3","upgrades/Sensors/Common",16000,0.01,9,"@upgrades/starscanner_2600.image@StarScanner is the most widely used radar in Confed space."
"starscanner4","upgrades/Sensors/Common",24000,0.01,9,"@upgrades/starscanner_2600.image@This is a mid-life upgrade of the StarScanner 2600 that includes threat assessment, which makes it the natural choice for bounty hunters."
"hawkeye1","upgrades/Sensors/Confed",32000,0.01,13,"@upgrades/hawkeye_zx16.image@Hawkeye is the preferred radar for Confed military operations."
"hawkeye2","upgrades/Sensors/Confed",64000,0.01,17,"@upgrades/hawkeye_zx50.image@Hawkeye is the preferred radar for Confed military operations."
"hawkeye3","upgrades/Sensors/Confed",128000,0.01,21,"@upgrades/hawkeye_zx86.image@Hawkeye is the preferred radar for Confed military operations."
"hawkeye4","upgrades/Sensors/Confed",160000,0.01,21,"@upgrades/hawkeye_zx86.image@Hawkeye ZX-87 is an upgrade of Hawkeye ZX-86 designed for capital ships."
,,,,,
"surveyor1","upgrades/Sensors/Highborn",700000,0.01,15,"The award-winning H-line is another quality product of Highborn craftsmanship. Designed for tactical superiority, the radar models space at close and distant ranges."
"surveyor2","upgrades/Sensors/Highborn",900000,0.01,16,"The award-winning H-line is another quality product of Highborn craftsmanship. Designed for tactical superiority, the radar models space at close and distant ranges. High-lights attacking missiles and ships with high firepower."
,,,,,
"rlaantracker1","upgrades/Sensors/Rlaan",240000,0.01,7,"The Tracker is a great all-rounder, popular in both the Rlaan Enforcer and Merchant fleets, because of its unique ability to easily distinguish between ships and celestrial bodies. It is robust towards ECM. The Rlaan eye only perceives depth when it moves, and this trait is found again in this radar."
,,,,,
"add_cargo_expansion","upgrades/Cargo",100000,10,20,"@cargo/cargo_expansion.image@Trades upgrade space and support systems for cargo volume"
,,,,,
"mult_shady_moreupgrade","upgrades/Shady_Mechanic",32000,10,50,"@cargo/cargo_hud.image@Trades cargo space for upgrade room."
"mult_shady_morethrust","upgrades/Shady_Mechanic",64000,4,8,"@weapons/beamtexture2.image@More thruster nodes, less engine shielding."
"mult_shady_moreshields","upgrades/Shady_Mechanic",113000,0.1,1,"@weapons/beamtexture.image@Increased shield capacity at the expense of weakened main-hull structural integrity."
"mult_shady_moregunrecharge","upgrades/Shady_Mechanic",250000,0.1,0.25,"@upgrades/circuit1.image@Trades energy capacity for recharge rate."
"mult_shady_moreshieldrecharge","upgrades/Shady_Mechanic",500000,1.1,5,"@upgrades/mult_shield_regenerator.image@Increases effective ship mass, increases shield recharge."
"mult_shady_moreturning","upgrades/Shady_Mechanic",600000,3.7,8,"@upgrades/mult_turn_jet_enhancer.image@Violates safety specifications to increase maneuvering performance."
,,,,,
"repair_droid01","upgrades/Repair_Systems",30000,1,2,"@cargo/repair_droid01.image@Repairs ship upgrades in-flight"
"repair_droid02","upgrades/Repair_Systems",75000,5,4,"@cargo/repair_droid01.image@Repairs ship upgrades in-flight"
"repair_droid03","upgrades/Repair_Systems",147000,20,8,"@cargo/repair_droid01.image@Repairs ship upgrades in-flight"
"repair_droid04","upgrades/Repair_Systems",290000,50,16,"@cargo/repair_droid01.image@Repairs ship upgrades in-flight"
"repair_droid05","upgrades/Repair_Systems",500000,100,32,"@cargo/repair_droid01.image@Repairs ship upgrades in-flight"
,,,,,
"ecm_package01","upgrades/ECM_Systems",5000,0.01,1,"@upgrades/ecm1.image@Electronic CounterMeasures\ ECM refers to a broad spectrum of techniques designed to defeat or spoof enemy sensors and communications."
"ecm_package02","upgrades/ECM_Systems",20000,0.05,2,"@upgrades/ecm2.image@Electronic CounterMeasures\ ECM refers to a broad spectrum of techniques designed to defeat or spoof enemy sensors and communications."
"ecm_package03","upgrades/ECM_Systems",50000,0.1,3,"@upgrades/ecm3.image@Electronic CounterMeasures\ ECM refers to a broad spectrum of techniques designed to defeat or spoof enemy sensors and communications."
"hud_repair","upgrades/DEPRECATED_FUNCTIONALITY",0,0.01,1,"@upgrades/circuit2.image@Given that any craft of decent size has no physical viewport for its pilot, and that no pilot could fly without the nav cues overlaid by the HUD, the ability to do in-flight repair of damaged HUD systems is nearly vital."
"cloaking_device","upgrades/Miscellaneous/Aera_Milspec",1000000,8.9,5,"@cargo/cloaking_device_aeramilspec.image@A dire necessity for those wishing to remain undetected, it is not, however, capable of permanently fooling modern sensor technology."
,,,,,
"passenger_quarters_01","upgrades/Passenger_Quarters",20000,0.5,3,"@upgrades/passenger_cryo_chamber.image@All the life-support a frozen passenger needs to survive the journey in a depressurized cargo hold. Provides life-support and space for 1 passenger."
"passenger_quarters_02","upgrades/Passenger_Quarters",50000,0.8,21,"@upgrades/passenger_steerage_class.image@Part of the cargo hold is just equipped with an additional life-support for whatever kind of atmosphere is needed for the merry guests standing there or sitting on the floor. Provides life-support and space for up to 4 passengers."
"passenger_quarters_03","upgrades/Passenger_Quarters",100000,1,21,"@upgrades/passenger_economy_class.image@Life-support and even seats for the dear customer. Provides life-support and space for up to 4 passengers."
"passenger_quarters_04","upgrades/Passenger_Quarters",200000,1.2,25,"@upgrades/passenger_comfort_class.image@Life-support, seat and even bunk-beds provide a level of comfort the captain would like to have. Provides life-support and space for up to 2 passengers."
,,,,,
"WetBlankets","Worthless_Junk",0,0.01,1,
"InanimatePets","Really_Worthless_Junk",0,0.01,1,
